GN	JK_S1_2_ERCC_S22	JK_S1_3_ERCC_S23	JK_S2_2_ERCC_S24	JK_S2_3_ERCC_S25	JK_A2_1_ERCC_S26	JK_A2_2_ERCC_S27	JK_A2_3_ERCC_S28	JK_A2_4_ERCC_S29	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31
HNRNPA1	540493.7466	575983.6071	525662.2337	587091.9573	653157.9578	688101.2594	645833.5496	644498.8128	599119.6143	658706.9828
REEP3	22421.26261	20862.39167	26058.61257	21347.83416	25476.14545	26895.98013	22263.31772	26541.90287	28011.35134	25398.18355
TP53RK	68724.9142	69058.20017	71409.53162	74874.21976	78775.17885	80347.26649	76214.56947	85673.37356	78088.04126	80204.15664
ZNF512B	10011.90757	12573.7549	14594.92219	12027.20785	14409.69455	14067.63027	13407.05218	12278.51064	16848.38619	12973.88698
NOM1	30454.0071	32337.13045	34453.11205	32433.44546	34383.23851	35955.56336	36719.24725	36726.2999	35019.1042	36330.91306
LUC7L	161443.585	162641.5205	163542.1284	169374.4981	187177.4382	195371.7239	190823.6101	184405.086	183472.1604	187436.2342
ATP5SL	10852.27097	13770.84634	12455.01431	15390.0366	13621.18227	15991.92237	14136.84812	16727.83458	13622.56571	15645.6473
XIAP	28412.71471	29452.84305	29748.50077	30026.93569	31978.11384	32853.69434	33038.03283	33928.39456	33042.19595	35690.43427
BTAF1	62046.65521	62231.65338	66469.87458	68073.25663	72359.00759	75616.69162	74442.35378	76292.99293	72931.33753	74615.80499
WDR37	44498.49131	48534.54143	45406.54586	48576.97303	53947.53324	53038.30497	54405.666	54073.10811	55133.89645	54819.82435
CALB2	34481.77698	29962.87724	24852.05771	27291.22317	31746.8775	32104.5531	34522.90355	35292.37801	26918.25503	35268.57677
ABHD17A	30321.34238	38445.1135	27028.90699	36924.6409	35362.65616	41485.17854	33740.72791	43300.4423	31985.64663	39140.90092
SMARCC2	187839.1648	189118.0448	176898.8998	173336.4166	209097.8961	205557.6226	207634.5164	203417.3597	203367.4652	202565.0906
FDX1	26426.97092	25446.25411	26969.98244	27868.17453	31020.71813	28608.69474	33616.03702	31249.49606	31174.98404	32738.99557
MAPRE1	543832.0816	502823.8305	539516.1067	512884.6268	631575.0337	576913.6914	613196.7994	555629.0732	602607.1427	586173.1671
CASP3	101001.75	100289.6109	100343.1932	103380.4031	115889.441	118710.7484	110102.6431	114528.725	112395.2326	115255.3877
EFCAB7	9151.703312	10111.41884	10019.51472	11520.01563	12006.68066	13481.71032	11944.54025	13533.90325	9352.962813	15386.4846
PPFIA3	38764.67619	37901.80712	37653.74917	40036.10567	44965.12129	44958.56807	43317.17424	44291.88716	43352.14021	44340.48541
TRMU	13808.27574	12761.69436	15164.29334	14288.24085	16230.65521	14292.07582	16594.50273	14153.00611	16094.99092	14973.7281
APOB	25927.41928	24701.48946	36363.27487	39518.54365	33942.86725	35375.01051	36737.95897	45793.4651	41365.97099	42018.86115
CD96	17694.96045	19305.37882	31655.57827	31622.86254	31832.24125	29603.56174	26543.90686	29266.79052	29902.45101	29890.57106
CDK8	60194.11473	58386.68583	65966.94195	54764.01369	71498.46253	66421.827	70411.33662	63817.62747	69637.44531	66017.57779
ANXA6	574031.1414	520835.8833	494877.7391	475668.5037	597309.2701	540339.9731	584859.2074	538803.3635	608334.9	559776.9465
MICU2	14577.43804	14313.41696	18852.65947	19643.44786	17764.9599	20206.81383	20781.2818	20307.35772	18586.03396	21008.76549
GRAMD1A	6300.304604	6210.412958	8728.046436	7279.398625	8755.093157	7533.566789	8284.835999	7828.448547	9782.511905	7052.471662
GGCT	104667.0001	88981.06938	87096.12941	86884.01353	106848.8071	96596.9444	114372.247	96955.45644	109807.1023	101637.021
ARPC3	152130.4429	145851.9103	153608.4722	159560.836	179574.523	166851.6802	178334.0014	176810.7734	176613.692	175518.5635
TMEM115	23819.65971	21192.51344	24911.07742	29505.20027	28556.66533	27541.91779	29710.01615	28770.95075	29034.52308	27095.37668
GAB2	8529.621429	10430.15496	7353.285415	7525.673321	9685.538653	10039.43071	8766.728829	10434.2353	9283.854781	9872.809798
CBX3	282179.3564	257802.4311	307256.8761	266135.4696	323202.5784	285909.2388	340134.9819	286780.9878	334525.7329	298311.5213
ABI3	8950.237242	9450.257001	7676.59967	9091.417815	8930.252188	11232.53514	9785.50293	11292.42124	9590.280749	10824.43125
TGFB1	12398.51708	13008.85108	13983.0806	14530.06405	15920.83588	14164.41719	15806.74595	15897.06104	15904.32475	15912.62939
ZC3H3	30072.10187	20742.68914	35416.38473	23773.04381	33251.58434	24264.29893	33937.02242	24187.24373	38689.41255	22707.74911
USP38	9765.953809	9379.752043	11985.05137	10410.47722	12113.37757	10804.60674	12773.18996	11264.88097	12081.20676	10832.36083
KBTBD4	16605.42969	14306.65908	19715.61695	19193.60028	19017.65784	17925.71227	19945.05265	20625.18379	21376.18191	20556.82887
DLG3	7396.752236	8109.284061	7177.609965	7717.650118	8399.077579	9029.395263	9193.766628	9241.890241	8610.713118	9132.670237
CRBN	18533.89864	19171.11374	18146.46647	19094.89701	20390.66807	21352.00217	21872.3528	21226.33096	22132.28104	21631.82263
SLA	27553.61808	29919.34255	28295.45543	29405.00993	29780.92647	29084.75089	30472.53952	37165.17947	34706.82735	38785.24477
BCORL1	12195.45529	8464.031813	10415.30808	12844.6263	10855.4755	11653.33037	14029.53863	11454.54688	11874.30317	12139.85329
CELF2	128778.1798	122650.4753	130098.2614	126496.9441	151468.2262	139560.0426	150646.143	140377.2483	153413.6299	146290.7379
DENND6A	35152.4821	38920.35902	35356.90219	35587.75779	39791.27098	41605.81956	40605.59497	45515.86575	37559.54167	40275.44195
CD84	16686.13312	13244.344	15667.61816	14416.44469	17585.16964	15998.91605	17276.48458	16641.50396	18272.23116	15533.36849
RPL18	276343.4271	239427.9618	254276.9239	247446.7672	291321.5886	274066.7751	284719.228	300013.5274	315270.7124	298368.3966
LRIF1	20887.74926	20175.09917	24634.20584	22257.56542	24718.50656	23577.26276	25667.79942	24286.46729	26531.8598	26480.90001
CBR4	22234.51774	23282.08941	19720.28802	21401.8951	23376.78999	24587.57749	24949.8673	22229.18529	25038.07796	23080.70549
KDM5A	30251.83209	26834.38366	28386.98943	28807.21942	33107.75879	30154.63015	34329.90692	31535.17549	34768.42736	33295.72374
STRN4	49900.61481	47980.17944	43315.43092	46677.7539	51197.24903	52719.81878	54680.47097	52747.36945	51999.60444	53418.18641
CCDC138	7414.225422	4969.628219	8801.008731	6568.568951	8165.08269	6996.082117	8906.911831	6363.314719	8737.880173	6619.002962
MSL2	44259.48653	44915.63974	43224.82836	43992.64915	49222.80576	49319.55271	50147.6843	47040.21135	48983.40758	48747.7185
POLDIP3	47114.91209	46295.93846	48922.60121	48926.85155	54514.77173	53350.29805	55105.2507	54007.48544	52851.15657	52837.70284
CTCF	75050.73962	78490.17909	69786.33028	68801.41732	76974.32519	80183.48224	80792.97864	80731.06892	84788.16227	81665.24402
AGPAT9	9833.49186	8572.058963	8126.589754	10516.22063	11180.41396	10825.09406	10556.75529	10853.38117	10713.21143	10516.51797
HMG20A	56260.91902	50021.23111	59654.62958	52074.81009	62466.25882	55672.54263	63181.05085	61109.20995	64342.89037	62868.8265
LAMTOR1	34753.3825	31921.91531	33098.03033	34322.3892	38016.38175	38844.93231	35630.85449	37463.42797	37153.41694	38838.51304
PUS3	13962.1057	10213.2476	13078.9712	9790.748506	14700.37109	10560.91962	14139.45227	10841.38512	14831.30261	12535.03937
ZNF207	58510.61391	51880.78954	61189.9782	57223.98654	70399.11828	64472.30968	72725.15747	61419.52519	69210.3842	62073.07914
SPCS1	19781.05615	19987.29988	21056.21776	22667.25549	23564.26633	22385.29089	23244.85261	23320.4581	24456.7773	23704.72738
STX2	14146.87629	13376.71219	15900.96976	15496.66856	18712.99185	15888.25617	17086.23133	16158.40909	17848.55244	16338.24919
TRIP10	18018.91259	16517.95863	14072.01569	15660.72301	17647.01165	19851.58834	18599.72696	18131.16994	18695.75139	18026.56945
CDC42BPB	18697.07606	21057.5267	20188.54395	19452.59124	23040.78487	25049.34645	22228.95048	24740.36875	20178.79316	25368.08359
LGALS3BP	59969.85047	62632.07571	68638.94091	85029.54805	74630.70439	79857.99164	75230.42891	79384.58733	73896.09982	75685.57105
TAF5L	14043.84459	13527.88213	13000.5688	15350.38131	14886.71867	15610.20075	17263.3646	15269.12998	16293.8679	14455.19952
HNRNPR	673116.4995	678245.1048	720883.1044	697360.5288	790752.6479	775045.0926	783319.6148	744878.9569	781825.7216	762562.846
LDB1	22493.85555	20321.6813	22383.06784	20857.80353	22934.41079	22700.23759	26725.59262	23651.93465	27263.77485	23610.29862
TCF25	8542.368874	9559.897298	12397.4288	13216.83383	13174.05939	13496.30808	12953.62875	11876.54856	13919.55003	12917.57663
UBTD2	11373.28392	21553.35978	9231.526845	21766.99059	13814.71376	32004.96377	13847.00883	27515.43609	10499.55147	24776.6569
SMARCD1	78497.25005	81488.40783	72823.82906	80477.0232	86687.64851	91625.91464	91259.67984	93407.38191	83384.67262	90430.36506
ATG16L1	28491.65266	27478.07836	27894.07161	25058.84287	31795.29133	30245.50186	31222.91213	31694.00017	31985.01	30836.27034
ARID1A	98507.06906	96107.06588	98880.39717	101709.2304	114158.3278	110955.3107	114480.7085	113433.1389	111676.7531	110442.2387
RAD17	19709.64483	15310.86414	18836.65498	17068.91122	22165.46433	16893.97337	21480.39808	18641.05889	23646.35818	18299.21524
POLR3C	45229.38126	47529.02456	46431.90348	51671.60465	53108.68623	54631.47539	55471.849	55203.19671	55714.08859	58112.22626
RAP1B	51662.36004	57282.10849	54487.16609	53063.50359	64399.49106	56130.8566	65934.96495	61254.15821	64914.64743	62229.12592
MED29	47250.74464	41222.99962	53214.2266	46470.5927	58014.18843	51779.40164	53980.75619	49729.86542	55513.60442	51900.90681
NKTR	57016.00826	55318.9062	58920.16877	58503.0584	67868.37897	63459.74249	68753.2265	62783.72192	65863.49931	67744.25925
ZBTB7A	10563.39238	9302.844756	10249.69739	9948.308488	10259.18724	11441.42874	11837.73872	11419.58389	12151.67728	11182.88277
LCLAT1	32511.05856	30973.9627	32648.52102	30260.97241	35546.35295	33917.66228	36956.42761	35286.37942	36020.34811	36302.31389
FBXW11	17821.1179	18406.31814	19667.62852	21440.31767	20102.06709	22296.20726	22468.58173	24560.98277	22129.18937	24713.52616
RANBP9	23501.29913	20994.46332	23901.74253	22512.93072	27009.97487	24550.89175	24666.28143	23730.74984	27244.86852	25012.41545
JADE1	31440.65527	28435.50011	30582.50717	29752.54511	34961.97558	31848.68827	35020.6895	31300.27941	35700.19153	33844.89254
MBD1	24309.22873	22781.97646	23571.76881	20941.99763	26345.52922	22982.01654	27320.5554	23837.85235	26846.4145	24855.67492
AES	16457.44385	18049.73669	19031.59573	17943.82162	20060.86564	20091.82227	19314.40775	18998.3522	20661.30636	19560.52533
CDC42BPA	30434.57782	32513.14122	34468.15588	34092.32118	37900.83404	41126.1844	36756.55444	38099.19425	36231.73686	40579.96362
YBX3	150075.028	164091.5797	183046.4415	209243.7073	204821.8089	225180.9292	202042.6438	220040.4585	186036.3122	225161.7226
PTPLB	37998.71634	37966.7284	38901.89525	33196.54561	35189.33878	38221.76501	40436.97551	43391.18311	46778.20529	46033.72214
NAPRT	39131.24797	39781.05138	36061.5977	40029.12646	38579.29705	46033.65988	41630.08346	49295.93869	43773.18782	46771.52943
NDUFA3	38372.02322	39243.28629	53909.65652	50880.59259	53863.38011	52155.11934	56113.44596	52988.02114	51675.53243	51254.63994
SH3BP4	30676.08609	36694.62563	34614.93035	39812.29931	37377.77401	44391.31893	35998.80111	42147.95423	37828.68546	43928.81295
RPL29	115468.0487	92340.91337	127730.0918	101793.8925	106734.056	94992.86034	138922.2329	122514.6231	146023.451	119064.2382
SLC12A6	19401.83193	21686.64388	18961.49811	21532.96062	23385.99248	23729.84791	23509.71064	23456.19451	22112.99114	24272.0031
TRIM13	14745.11199	12509.10269	13909.2818	14109.02392	16341.13194	16441.22534	16067.33369	16494.9116	16795.6686	17906.81293
NHP2	12580.37388	12752.66925	15052.33725	14714.33524	15550.43856	16190.80853	16788.78347	15689.28346	15654.0322	14413.6322
ULK2	28580.99837	26987.25963	29882.58135	27838.42532	29078.15561	32953.72361	34927.21742	39505.84081	34099.51187	32686.22012
MED9	11819.4226	9867.976044	11550.51948	10773.33074	12215.11788	10764.85648	13970.63632	11551.87707	13909.30585	11195.05138
BCL10	28518.72227	28119.95407	28732.85429	30002.60338	31110.906	34004.24712	33372.78868	34672.67579	33719.69452	34770.09493
MGAT5	12293.0057	11372.94234	15622.24718	14732.28907	14845.54067	15062.73658	16707.97912	16833.92049	16922.78503	16280.85853
TFAP2A	7901.47129	9959.947794	7862.04651	7827.000049	9429.223279	11402.58626	9225.31713	11095.90674	8761.00549	10520.84105
PCBD2	41362.97381	49845.13607	35368.07254	36468.76474	43310.16789	40725.42241	55729.18912	40886.33458	45105.05268	45953.6025
AKAP8	65215.98604	69314.69497	69930.0317	74921.68947	77791.31453	87550.37434	80996.07157	83139.85156	76271.53199	82929.95915
MED27	28614.76805	23184.71125	33269.95433	28996.99784	32714.52119	30647.01714	34535.30985	29853.10761	35193.67424	31563.48227
BAZ2B	36552.65747	36553.7569	40859.9879	41359.3702	43346.16671	46289.16157	44445.47222	48537.37393	39969.14862	45109.24338
CNOT8	26657.06002	26526.752	28461.29215	32461.81364	33525.19938	33511.82192	33385.46154	34577.24348	31147.74051	31376.0183
TAP2	63100.62125	62542.76094	57405.98945	57320.63595	65447.56058	63761.17668	67408.51757	68132.55228	69066.30901	66680.75863
UBASH3A	19346.86797	20655.25616	23907.06751	25096.50131	24408.45093	25285.21908	27247.26045	25912.61851	25741.17484	26165.20437
HIVEP1	36356.72547	44137.95449	38847.05076	37597.51813	41471.42687	47182.62247	45287.22351	48821.78192	41415.68759	45627.32071
CHMP2A	126473.0333	110072.5239	111530.9673	106226.3945	138979.034	125687.3166	134417.324	123033.6461	136313.9932	124490.5952
DCP1B	21465.60816	24376.08648	24690.9194	25798.03339	26790.37371	29915.43081	27253.54	27333.31932	28338.86532	28115.86913
PPIL2	42281.94863	42819.7203	56117.05795	53794.52806	61923.39093	58537.17011	58416.06565	56325.95028	59273.4026	58556.94781
TBC1D17	26657.85367	25439.54341	24102.36631	21229.98257	26323.48283	25811.87936	27843.21251	27061.27335	26726.39623	25989.61539
LPXN	73808.71226	71690.812	78667.12837	74367.67758	84934.22344	82807.38714	79091.44714	80423.01755	79786.52959	84158.73913
PDHA1	104606.2011	106922.5301	106322.5849	110250.3754	111786.9437	112859.3046	111501.4096	109616.1534	109244.0623	111636.924
RNPS1	56950.46929	58604.72509	50332.38565	55113.38754	70816.16902	64104.5753	63959.91573	62476.59009	58764.5948	66116.41607
CD5	36282.44037	33948.26904	31664.43514	32852.89732	38504.36247	36874.14559	37525.66936	41037.65763	38642.12074	38546.79441
UBE3C	26509.24707	27919.26278	31928.18119	31976.24354	35086.98964	35132.5791	33635.73917	35502.46482	34185.39534	34422.27128
RBM5	91412.39006	90008.25349	104249.7192	102637.0328	119084.377	109601.3326	115470.4864	113027.8724	112791.8734	114099.9344
PES1	98001.51476	100831.4738	116384.1599	113744.4651	121816.097	125475.9247	129776.924	123397.9045	122158.6071	120994.5315
HMGXB4	13606.98665	17218.05351	13425.22834	14146.45011	12144.76419	18886.55429	16624.86738	20248.99661	15008.78249	16947.21613
TRAF5	22822.57337	25067.18195	27771.96707	32047.34977	30199.55636	35632.01438	32345.34027	34880.50937	29573.57775	34317.2971
HMGN2	329326.5378	450511.1338	357331.6752	404902.7083	425007.9631	498929.8309	396238.1434	464247.1414	360346.2939	459784.2374
GOT2	420679.9481	442998.3625	306850.1639	393018.3255	434067.7257	408510.6091	439488.7822	406555.986	458010.8495	408878.6293
GPATCH1	24880.3477	25602.4308	23738.23249	24583.40324	29561.05917	29148.69167	29041.36598	29018.01243	27845.99033	30139.44024
VANGL1	6386.941248	5690.174093	8187.061027	7731.340469	8799.946505	7032.606548	8231.477274	7772.646619	8685.488291	7511.407326
EEF1G	521689.3042	515937.1478	581694.257	565575.3338	659906.4072	641139.4058	662590.7251	634243.704	635995.0861	635243.0116
NOP2	52019.15316	50388.01869	59634.65072	56880.07159	60906.19324	58230.5701	61216.87499	54394.2325	61463.3148	56384.51194
SYAP1	74933.59863	66102.87127	78968.05659	68771.79462	89795.21699	78045.24066	84350.38072	77912.73857	86497.09703	79202.48036
ABCF2	103103.0491	103804.5054	136216.9481	142613.1528	141885.927	149274.4138	139213.9268	145315.098	136476.6479	143714.675
C18orf25	18128.13381	18127.01926	20697.88546	19398.15068	19177.71842	18730.55247	23307.50275	23434.35786	24428.23577	23384.42516
ZNF326	43574.31953	43830.00027	45980.42775	49988.69243	53459.2988	53774.25431	51447.47888	53832.80785	50320.74008	58334.60257
SYTL1	24257.46301	23965.02831	25496.85882	26255.20258	25900.16627	29028.24401	29014.2556	29519.80867	28295.79718	28469.79924
NSUN5	44173.33406	44488.94763	49901.2894	50859.77165	53350.22291	54540.2975	55450.92848	54485.46755	51933.73386	55610.21826
NKAP	15267.45769	15929.77846	13661.36842	13313.06417	20112.14994	15784.36546	18327.94467	16096.19434	17074.79515	18723.58849
RNF185	10399.50365	10165.6389	11797.2217	12968.60825	12101.56177	14943.62071	13889.21055	14255.20343	12464.00742	12771.28209
MEX3D	18727.39356	20163.14	19522.06849	23290.44371	21732.53968	26449.47763	24578.83171	25870.86765	21654.09071	27625.87489
TMEM159	13956.52445	13853.88594	13958.25339	14277.05058	15720.07168	16378.95955	17550.74804	16882.53372	16649.60073	17091.21805
CENPU	8070.956637	9440.70213	8616.077933	9449.988462	9703.18504	10498.86026	9329.556224	10852.95696	9770.614741	10218.57853
MED10	43421.8328	46657.39831	45359.35273	47237.55025	54693.2219	59038.72881	49817.7657	51597.97321	48084.80601	54662.0074
ZC2HC1A	11122.67579	11716.72016	12166.49865	12877.44071	14798.99037	14335.99952	14140.22632	14831.56074	14514.55188	15497.58385
CDC7	18433.91717	20166.97405	22044.89059	20885.38324	22810.08863	23557.58727	22442.65767	23860.98541	22820.09266	23139.30236
WHSC1L1	35012.50258	41014.98637	34627.7292	40023.95513	39839.17821	42701.49456	41501.14623	43491.64845	40888.51156	43691.53848
CHN2	9926.358205	10765.0103	10266.53474	9863.812985	11652.13282	11533.8813	10428.14276	11193.07519	11837.78848	8871.280373
DHX30	99360.55608	93039.85155	113182.8415	107281.066	118040.9699	109450.9315	118840.4339	112812.3693	123217.4821	111712.716
SETX	8262.380027	9617.943169	9783.176942	10162.87976	10238.09276	11659.0292	11773.91257	11373.83352	10274.22913	10941.92293
CTIF	14650.36822	14275.3929	14710.65581	14847.29507	17122.15932	17075.41484	18133.33919	16566.94367	17633.06682	17006.2269
ARMC9	21240.08287	21116.891	24076.2273	23940.15585	25763.19979	25490.32354	27454.44511	28115.64232	25572.70494	28089.77885
POLE2	11544.30129	14762.55551	14703.21568	17755.37588	16247.52298	18155.09536	15330.31077	20016.26969	14883.26507	19506.85176
ACYP2	41422.51499	46427.64638	37454.90567	44276.51652	44255.19482	53464.90177	49041.91071	55047.57558	41487.29421	53035.38888
UBIAD1	16601.43877	18094.37783	16314.69386	18223.90168	19448.87839	21184.34745	18190.6142	22970.90539	18431.63978	20863.36058
ZNF653	36190.2642	40586.13495	29711.2215	37655.7139	39384.17199	44959.54305	40739.14668	42322.23491	33828.11476	42304.09444
CHD9	25203.02627	24210.65538	23924.68611	24176.30087	25699.05458	26794.80024	27970.17374	28147.30347	25800.92861	28831.54381
LYRM4	22269.94282	27579.51609	21478.56742	26234.88586	23248.27803	33653.59908	24114.77508	32504.52288	25615.12109	29356.03596
MRPL41	11408.52597	10713.24792	13716.85401	11989.29347	13074.0877	13325.57086	14547.74272	11866.67076	14252.83118	13032.57466
VAT1	334488.6104	312367.929	288741.8457	272670.5671	352348.7094	322468.908	349027.7068	324229.969	347402.4905	328934.3357
RTFDC1	55448.11944	62626.90179	80253.77433	87826.14863	86560.85847	98042.22635	85531.67952	98555.99617	79721.92479	92526.7489
NOP16	67181.5105	72693.11649	85565.72768	90595.95744	91047.86903	99123.4807	91033.62017	90658.00078	85750.56801	95300.30949
DDX6	115461.5982	117374.363	122982.3442	122873.8669	133159.9097	141130.9187	138610.1263	138448.1713	135111.9297	138294.9017
RPS7	679829.5198	605587.3737	834077.6486	681802.9168	871023.9499	742718.5981	828542.946	713203.9223	885872.6475	765434.4657
FNIP1	4473.384135	8553.473047	5785.653825	9118.97625	7098.615398	12338.97154	6675.793135	10297.36326	5969.590067	9364.876333
ITCH	26880.18272	26927.58579	31279.85257	33316.74869	34586.57103	36906.54909	33763.82492	35745.29093	33000.93366	34314.23805
PUM1	106421.6381	115294.8367	130451.2739	133423.2675	143944.0872	144760.6976	142895.8417	145801.4392	136650.7874	143540.2487
SEMA4C	13129.50409	11137.97299	12244.8232	12099.38466	16291.84368	12242.76949	13527.65735	15247.89143	16802.98014	15115.70188
SMG9	14131.68379	13165.48135	14885.25449	16844.02033	16759.4259	17767.57939	17246.42049	18841.7445	17397.34315	15891.64302
USP20	12313.43264	13576.86096	16844.5906	16911.82362	17170.09028	17154.63675	16999.36148	17317.13736	18093.68762	17863.91184
MTA2	257868.347	255825.4211	267447.2523	272749.6291	318422.7456	306192.1508	309319.0794	313859.8233	312015.5595	309368.6569
ICE1	21769.89697	21268.38569	22832.52058	22955.42736	25063.171	25413.84317	27155.67142	26265.76029	24899.72202	26544.91375
DCTN6	44530.90234	46471.3721	48419.32953	49706.33484	55568.05442	55708.04604	56339.40725	54353.36329	54169.36391	54895.43961
SRP19	9860.351453	10601.53309	10109.8849	11745.72908	11120.95712	13211.90547	11250.5081	13284.22257	11953.33366	11967.67192
LMNB1	777844.6854	743499.8233	753587.5283	720729.1744	904182.7563	845948.9913	879264.8748	832274.1885	871328.6077	841693.6692
BICD1	23857.40669	23267.58685	24932.39073	24802.84746	29845.39256	28086.61183	29445.42813	27316.59676	28162.93984	29828.63289
CYB5R4	25973.51108	27580.94848	28438.96294	30841.16101	31843.50303	32997.82377	32124.90609	33782.79423	31520.39355	33208.75571
TLR3	9542.329932	12191.10455	8095.897442	12139.48452	9971.185265	15157.04842	12279.48651	13043.55268	10792.27298	13479.66778
VRK1	347143.4761	322951.8257	397507.204	389589.1077	414941.4225	416667.1106	415318.0432	427174.3526	429315.2979	410544.071
ATP6V0A1	33965.35591	31615.20817	34056.7911	31185.46745	40246.82363	35332.72412	39869.86018	36520.84063	36768.51937	37365.76368
STX12	44226.72194	48382.68926	46374.78253	48014.77725	54752.76042	55392.22509	51512.35826	59011.20019	52230.41145	55476.9992
SAMD9	49209.17557	47754.63461	54867.41612	53613.51511	56499.52919	58095.81058	58868.84156	60777.65974	57948.00807	59147.74711
FASTKD5	18749.61623	20151.27993	28644.27382	28587.1446	25963.83677	26238.16577	26893.01073	27425.6693	26228.13939	26224.02506
AHDC1	16359.47925	17106.00535	14433.84143	16502.73747	17773.59607	20230.29816	17576.6778	20283.99897	16734.25019	19487.54499
EAPP	25081.62767	23831.08876	30923.93801	33765.57574	33368.0214	32404.02942	33831.4461	32284.81206	31678.70825	35486.09319
COMMD9	35736.26918	32287.78082	35510.4209	32937.05649	42180.54992	38071.12949	41499.27759	37370.95952	40155.84348	37857.16129
CHEK1	53540.49958	48360.15558	70087.4596	61419.47187	67436.24822	62128.84878	66915.82168	61036.1981	70728.38812	62723.51777
ZNF407	17647.29478	17396.66888	19986.3102	21862.88763	21805.20441	22372.81752	21355.32439	20690.47813	21409.02301	21666.37419
DIDO1	33051.48897	31861.58145	34841.10199	33064.37643	38228.75261	37297.55419	39861.51678	36525.75888	40019.91057	39184.76801
IFIH1	12863.23296	15295.13767	17028.9368	18084.25285	18557.65288	17801.29199	16442.23408	20600.74783	19123.99582	17873.07917
KRI1	43421.74363	41867.67683	49974.58647	46663.98322	54769.81799	49301.70186	55083.40146	46740.20727	52669.33814	48854.55783
FAM11A	25061.72269	19229.11256	28970.51397	23433.80157	30526.20482	29184.94595	30351.38662	25996.88686	29825.69446	28286.2456
TRIAP1	7916.11565	12715.60448	8910.396386	13951.47065	10508.15468	16447.78653	11235.77438	15906.34882	9272.709773	14831.04662
DENND4B	4962.79541	5726.738207	7775.290436	7017.582092	6864.910164	6805.44954	6518.731398	7223.903122	7587.500281	7723.276399
WIZ	26381.29589	23656.84607	28566.27565	29327.21618	33265.21286	31802.39174	32298.90402	31211.85504	33975.33732	33634.31634
POU2F2	21177.05838	19634.73433	20839.53436	20515.36256	22815.98426	21691.23143	25765.67788	22848.67881	24438.78477	24030.61437
DDX3Y	289991.9289	285315.1669	326072.4223	325179.107	372389.5668	358260.06	367730.0738	350587.5803	360191.2391	365632.8034
NCAPD3	52378.88846	52748.20302	56251.47336	56986.35963	60135.35593	59582.54364	64207.69187	60891.7963	63292.92523	61487.39948
SKI	12070.78508	12222.22169	11797.84141	12004.94645	14934.91489	14491.69015	14531.52054	13148.93806	13176.19564	13262.55756
TSC2	21698.75654	20197.62511	27168.2337	23536.36222	28260.54722	24872.73892	28594.13882	25152.69175	29182.15067	25606.57988
CHD5	150032.3639	151771.8089	143409.2642	145656.4026	159327.9824	154656.307	169783.461	160613.3796	172311.4599	166857.5004
REST	23897.72561	21416.22099	20622.08232	18874.71086	23128.80179	21076.78947	27024.61618	20651.24098	25437.88257	24798.15015
SDF4	35649.32473	38162.49806	41225.19598	41187.32457	42797.22765	46670.61851	46166.05403	46990.75191	43961.79347	45848.68396
SUPT6H	112312.672	113615.798	131021.4997	137884.4117	147294.6021	143896.3929	145891.5116	144238.4833	141805.3451	145860.2726
BTRC	14660.49412	14202.80055	16710.6231	18812.01629	16789.02384	18808.07092	19567.00239	21064.08403	19043.34652	21052.98561
ZNF804B	11016.18923	8530.750321	9862.864294	12561.39538	12043.02534	13186.55737	10686.33258	11904.89676	10036.84969	12828.29959
HCFC2	7765.586108	8820.63949	8466.009574	8112.47308	8276.597807	9280.186543	9120.935127	11397.74626	8752.266814	10147.20705
RAET1G	20544.0659	20817.38239	20371.83315	18213.6903	22950.99319	21981.91803	23819.62601	25626.65154	23884.10436	22374.4409
STAT3	111213.7432	107805.8742	126120.1521	125205.3144	140746.0464	140186.9147	139141.598	145588.9137	141000.1396	141189.6073
RRP15	73940.78836	72705.88927	93340.44629	89042.73533	100505.5799	102466.776	99614.16366	94753.76269	95538.37425	96964.94942
SUGP2	137480.4351	128536.8134	128910.497	122422.8427	145562.5878	144032.241	150527.4843	148989.6457	154759.7604	145634.1791
ZNF414	19765.32025	19528.82624	22130.76317	20975.91034	27451.56015	20060.55844	24189.66422	22137.3751	24468.98954	24699.2786
PAN3	20447.15535	19994.0553	20965.54692	20839.77166	25508.8304	22691.59514	25357.09411	23312.20185	22884.66673	23741.47987
PRRC2C	88325.75815	85943.78968	104932.5789	95076.51974	117156.0831	110964.6875	120770.3372	109187.0757	115762.0329	111188.6587
FHL3	42099.01313	35487.39936	46632.93526	43063.07419	55328.33552	46801.54796	54724.039	43533.82566	52069.98026	43461.84127
SLC12A9	6356.459748	6913.90571	6220.73819	7061.666281	7765.788341	7734.745618	7417.675017	7210.480566	7332.689373	7710.184012
MLLT1	19597.24411	19612.19873	18702.51392	20762.00221	23469.99779	23901.2827	22468.46505	25175.18531	22514.13333	23793.3535
NSUN3	7502.399368	10494.37313	10731.4898	14304.27024	10377.45648	14522.31991	12147.41178	15853.98573	9560.181527	14243.6162
PHC1	22093.19447	19941.18045	19592.02425	20865.65428	24956.63802	22745.77827	22850.73751	22047.35738	23877.25855	24419.52752
ARMC6	121977.0513	111210.8125	157050.7921	139964.3747	165546.6825	150957.3923	159953.6376	142591.5846	158900.2486	149571.6127
